epoch,train_loss,val_loss,train_acc,val_acc
1,0.7045469284057617,0.36424192786216736,0.8435097932815552,0.9431111216545105
2,0.3858635127544403,0.28700461983680725,0.9330195784568787,0.957444429397583
3,0.31860947608947754,0.2546209990978241,0.9469215869903564,0.9636666774749756
4,0.2790431082248688,0.23426608741283417,0.9549999833106995,0.9651111364364624
5,0.26387128233909607,0.2168075293302536,0.9567646980285645,0.9694444537162781
6,0.24191129207611084,0.2095690667629242,0.9613921642303467,0.9692222476005554
7,0.2386033982038498,0.20308715105056763,0.9613137245178223,0.9711111187934875
8,0.22933368384838104,0.19719034433364868,0.9629999995231628,0.9714444279670715
9,0.2272980958223343,0.19649377465248108,0.9622941017150879,0.9718888998031616
10,0.21872492134571075,0.1908920556306839,0.9647058844566345,0.973111093044281
11,0.215661883354187,0.195340096950531,0.9640392065048218,0.9706666469573975
12,0.21253228187561035,0.18523210287094116,0.9656078219413757,0.976111114025116
