epoch,train_loss,val_loss,train_acc,val_acc
1,0.5031465291976929,0.19110114872455597,0.845058798789978,0.9418888688087463
2,0.21623921394348145,0.1413755565881729,0.9360588192939758,0.9575555324554443
3,0.16651573777198792,0.11964961886405945,0.9507647156715393,0.9646666646003723
4,0.14104454219341278,0.1071963757276535,0.9576666951179504,0.9672222137451172
5,0.11649461835622787,0.10107150673866272,0.9644313454627991,0.9694444537162781
6,0.10734405368566513,0.09459160268306732,0.9657058715820312,0.9741111397743225
7,0.09701569378376007,0.09019268304109573,0.9701764583587646,0.9751111268997192
8,0.0899258702993393,0.09439396113157272,0.9714509844779968,0.9744444489479065
9,0.08252859115600586,0.08565190434455872,0.9752156734466553,0.9764444231987
10,0.07631132006645203,0.08643576502799988,0.9764705896377563,0.9753333330154419
11,0.07345157861709595,0.08221130818128586,0.9764705896377563,0.9766666889190674
12,0.06952423602342606,0.08826079964637756,0.9777451157569885,0.9754444360733032
