epoch,train_loss,val_loss,train_acc,val_acc
1,1.27870774269104,5.219254970550537,0.6666078567504883,0.11233333498239517
2,0.6378631591796875,3.5694713592529297,0.9222157001495361,0.12200000137090683
3,0.5462303161621094,0.8413065075874329,0.9467843174934387,0.8065555691719055
4,0.5023759007453918,0.46872836351394653,0.957392156124115,0.9613333344459534
5,0.4738990068435669,0.43210968375205994,0.9635097980499268,0.9678888916969299
6,0.44901666045188904,0.3960912525653839,0.968999981880188,0.9791111350059509
7,0.43606749176979065,0.399978369474411,0.9705098271369934,0.9765555262565613
8,0.426241010427475,0.38345348834991455,0.9717646837234497,0.9793333411216736
9,0.41267719864845276,0.3934359550476074,0.9745882153511047,0.9741111397743225
10,0.4074173867702484,0.3638056218624115,0.9743921756744385,0.9817777872085571
11,0.3993920385837555,0.3723563551902771,0.9758039116859436,0.9779999852180481
12,0.3926437795162201,0.37297558784484863,0.9766078591346741,0.9786666631698608
13,0.38945746421813965,0.3387380838394165,0.9789074063301086,0.9900000095367432
14,0.3848010003566742,0.348958820104599,0.9792777895927429,0.9856666922569275
15,0.3792957663536072,0.36276403069496155,0.9802407622337341,0.9821666479110718
